road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
urban,3,0.3892,45,daylight,clear,True,True,morning,False,False,7,0.2301
rural,3,0.0491,25,night,foggy,True,True,morning,False,False,2,0.3129
urban,3,0.2003,60,night,clear,False,True,afternoon,False,True,7,0.4055
urban,4,0.287,60,daylight,clear,True,True,morning,False,True,7,0.301
rural,3,0.4892,35,dim,clear,True,True,morning,False,True,9,0.4238
urban,5,0.1712,25,daylight,clear,False,True,afternoon,False,True,4,0.2897
rural,3,0.1379,70,dim,clear,True,True,morning,False,False,10,0.3882
rural,3,0.5297,25,daylight,clear,True,True,afternoon,False,False,5,0.3333
rural,1,0.2751,25,dim,clear,False,True,morning,False,False,8,0.3744
urban,3,0.325,60,daylight,clear,False,True,afternoon,False,False,5,0.3416
highway,3,0.1174,60,daylight,clear,True,True,evening,False,False,5,0.2807
rural,2,0.3449,45,daylight,clear,True,True,afternoon,True,True,1,0.192
urban,5,0.0985,45,night,rainy,True,True,morning,False,True,5,0.3599
urban,4,0.1315,45,night,clear,True,True,evening,False,False,10,0.3833
rural,1,0.6543,45,night,rainy,True,True,afternoon,False,False,1,0.3758
highway,4,0.3871,35,night,clear,False,True,afternoon,False,False,0,0.408
rural,3,0.1805,60,night,rainy,False,True,morning,False,False,1,0.4011
rural,2,0.1611,60,dim,clear,True,True,morning,False,True,4,0.2953
urban,3,0.2753,35,dim,rainy,True,False,afternoon,False,False,1,0.2243
urban,3,0.2753,60,daylight,clear,True,True,afternoon,False,False,8,0.2747
urban,6,0.4309,25,daylight,clear,True,True,afternoon,False,False,1,0.2475
rural,6,0.1084,35,daylight,clear,True,True,afternoon,False,True,4,0.2804
urban,1,0.1212,70,night,rainy,True,False,evening,False,False,9,0.3963
urban,1,0.1406,45,daylight,foggy,True,True,afternoon,False,False,6,0.2522
urban,4,0.3372,35,daylight,clear,True,True,morning,True,True,10,0.2313
highway,3,0.1822,70,daylight,rainy,False,True,afternoon,True,True,2,0.4545
rural,6,0.1733,45,daylight,foggy,True,True,afternoon,False,True,8,0.411
urban,4,0.4383,35,dim,clear,False,False,morning,False,False,1,0.2147
highway,3,0.4575,35,daylight,clear,False,True,evening,False,False,9,0.5038
urban,1,0.5329,35,night,clear,False,False,morning,False,True,4,0.3605
urban,2,0.3441,60,daylight,clear,True,True,afternoon,False,False,9,0.286
urban,6,0.2652,35,night,clear,True,True,afternoon,True,False,5,0.3365
urban,6,0.3016,45,night,clear,True,True,afternoon,False,False,7,0.3259
urban,4,0.1149,60,daylight,rainy,True,True,afternoon,False,False,9,0.3385
rural,4,0.1447,45,night,clear,True,False,evening,False,False,9,0.4579
rural,5,0.0921,60,dim,rainy,True,True,afternoon,False,False,10,0.3909
rural,6,0.2549,45,dim,clear,True,True,afternoon,False,False,2,0.2541
rural,5,0.3002,45,daylight,clear,True,True,afternoon,False,True,8,0.3901
rural,2,0.4309,70,daylight,clear,True,True,evening,False,False,4,0.38
urban,6,0.0583,60,daylight,clear,True,True,afternoon,False,False,1,0.1891
rural,5,0.4341,45,daylight,clear,True,False,morning,True,True,8,0.3222
rural,2,0.1749,60,night,clear,True,True,morning,True,True,3,0.3659
highway,3,0.2918,25,night,foggy,False,True,morning,False,True,6,0.4602
urban,5,0.3538,70,dim,clear,True,True,afternoon,False,True,4,0.3031
urban,5,0.232,60,night,rainy,True,True,afternoon,False,False,1,0.3393
rural,4,0.0785,60,dim,clear,False,True,morning,False,False,5,0.3975
rural,2,0.1558,35,daylight,clear,True,True,morning,False,True,2,0.2193
urban,4,0.3445,35,daylight,clear,True,True,morning,False,False,7,0.1906
rural,5,0.2846,45,dim,clear,False,True,evening,False,True,5,0.4145
urban,6,0.1481,35,daylight,foggy,True,True,afternoon,False,False,8,0.3622
highway,3,0.7693,45,daylight,clear,True,True,afternoon,False,True,0,0.3524
urban,1,0.3489,25,night,clear,True,True,morning,True,False,9,0.3698
urban,2,0.2051,35,daylight,rainy,True,True,evening,False,False,8,0.3455
urban,2,0.2903,35,daylight,clear,True,True,morning,False,False,10,0.1522
urban,3,0.5897,45,dim,clear,True,True,afternoon,False,False,0,0.2158
urban,3,0.4625,60,daylight,clear,True,True,afternoon,False,False,0,0.2358
rural,2,0.1256,35,dim,clear,False,True,morning,False,False,6,0.3512
highway,2,0.2226,45,dim,clear,True,True,afternoon,False,False,0,0.213
urban,3,0.2013,35,night,clear,True,False,afternoon,False,False,8,0.2515
rural,6,0.4761,25,night,rainy,False,True,morning,False,False,7,0.5579
urban,3,0.059,25,daylight,rainy,True,True,afternoon,False,False,10,0.1864
urban,3,0.146,35,night,clear,False,True,morning,False,True,1,0.2354
urban,5,0.3218,35,dim,rainy,False,True,morning,False,True,8,0.3893
urban,6,0.5897,35,daylight,clear,True,True,afternoon,False,False,4,0.1294
rural,2,0.3002,45,daylight,rainy,True,True,morning,False,False,2,0.2775
urban,2,0.3704,70,daylight,clear,True,True,afternoon,False,False,3,0.2128
highway,3,0.1518,45,daylight,clear,False,True,morning,False,True,3,0.2089
rural,4,0.1525,35,night,clear,True,True,afternoon,False,True,10,0.4256
rural,1,0.4875,60,dim,clear,True,True,morning,False,False,10,0.4667
highway,2,0.1722,35,daylight,clear,True,True,afternoon,False,True,8,0.2909
highway,5,0.2798,25,daylight,clear,True,True,afternoon,False,False,9,0.3343
rural,1,0.3823,60,night,foggy,False,True,morning,True,False,6,0.5316
rural,4,0.0806,25,daylight,clear,True,True,afternoon,False,False,7,0.1678
urban,6,0.1143,25,daylight,clear,True,True,morning,False,True,10,0.2275
rural,5,0.0463,70,daylight,clear,False,True,morning,False,False,6,0.3564
rural,3,0.1478,45,daylight,clear,False,True,afternoon,False,False,3,0.2592
highway,4,0.4679,25,daylight,clear,False,True,morning,False,False,2,0.4133
urban,3,0.3335,45,dim,clear,True,True,morning,False,False,4,0.2433
urban,5,0.6874,35,daylight,clear,True,True,morning,False,False,0,0.2285
urban,5,0.5621,45,dim,clear,False,True,afternoon,False,False,1,0.3479
highway,3,0.1938,25,daylight,clear,True,False,afternoon,False,False,6,0.2835
urban,1,0.2125,60,daylight,rainy,False,False,afternoon,False,True,9,0.3501
rural,2,0.6117,45,night,foggy,True,False,morning,False,True,10,0.5947
urban,2,0.0527,45,daylight,foggy,True,True,morning,False,False,6,0.2824
urban,6,0.2924,70,dim,clear,True,True,afternoon,False,False,8,0.317
urban,5,0.2214,35,night,foggy,True,True,afternoon,False,False,7,0.3941
rural,4,0.1851,45,daylight,clear,True,False,morning,True,False,9,0.3898
urban,3,0.432,60,daylight,clear,True,True,afternoon,False,False,1,0.1882
rural,4,0.1198,45,daylight,clear,True,True,evening,False,True,9,0.3156
highway,3,0.207,25,dim,rainy,True,True,evening,False,False,8,0.4185
highway,4,0.1186,45,dim,rainy,True,True,afternoon,False,False,7,0.3157
rural,6,0.3174,35,dim,foggy,True,True,morning,False,True,2,0.3844
rural,3,0.28,45,daylight,clear,True,True,afternoon,True,True,9,0.473
urban,5,0.3861,35,daylight,clear,True,True,afternoon,False,False,5,0.2552
highway,1,0.1079,60,night,clear,False,True,afternoon,False,False,2,0.3506
urban,2,0.4575,60,daylight,clear,True,False,afternoon,False,False,2,0.1815
rural,4,0.1959,35,daylight,clear,True,True,morning,False,False,10,0.2969
urban,6,0.0902,45,dim,rainy,True,True,afternoon,False,False,9,0.3613
urban,2,0.1843,45,daylight,rainy,True,True,morning,False,False,9,0.3543
urban,4,0.4072,60,night,rainy,True,True,evening,False,False,6,0.4206
rural,5,0.3331,60,daylight,clear,True,True,morning,False,False,7,0.3166
rural,6,0.2606,45,daylight,clear,True,True,morning,False,False,5,0.2785
rural,5,0.5441,45,daylight,clear,False,True,afternoon,False,False,6,0.358
urban,4,0.3095,35,daylight,foggy,True,True,afternoon,False,False,10,0.3376
highway,4,0.4672,45,daylight,rainy,True,True,afternoon,False,True,1,0.4097
urban,4,0.2381,70,daylight,rainy,True,True,afternoon,True,False,5,0.3615
urban,6,0.2767,60,daylight,clear,True,True,morning,True,True,4,0.3226
rural,5,0.4617,25,dim,clear,True,True,afternoon,False,False,2,0.2682
highway,1,0.115,25,night,clear,True,True,afternoon,False,False,8,0.3609
urban,1,0.1043,45,daylight,clear,True,True,afternoon,False,False,9,0.2742
rural,4,0.2907,25,daylight,rainy,True,True,afternoon,False,False,10,0.3182
rural,3,0.283,35,daylight,clear,False,True,evening,False,False,0,0.3888
highway,1,0.4619,45,night,rainy,True,False,afternoon,False,False,2,0.3191
urban,5,0.0715,35,night,clear,True,True,morning,False,False,2,0.1585
urban,5,0.3064,45,daylight,clear,True,False,afternoon,False,True,1,0.2145
urban,6,0.1974,45,dim,clear,True,True,afternoon,False,False,6,0.2914
urban,5,0.4293,45,night,rainy,False,False,afternoon,True,False,1,0.3643
urban,2,0.351,45,daylight,rainy,False,True,evening,True,False,4,0.385
highway,2,0.217,35,night,rainy,True,True,afternoon,False,False,8,0.4615
urban,5,0.4211,35,daylight,rainy,True,True,afternoon,False,False,0,0.1502
highway,1,0.4691,60,dim,rainy,True,True,afternoon,False,True,0,0.3666
urban,2,0.1573,25,daylight,foggy,True,True,morning,False,False,5,0.1465
highway,3,0.6299,45,dim,clear,True,True,afternoon,False,True,2,0.361
rural,4,0.116,35,night,rainy,True,True,morning,False,False,5,0.4133
urban,2,0.2965,60,daylight,clear,False,True,morning,False,False,9,0.2558
rural,2,0.1385,25,daylight,clear,False,True,evening,True,False,1,0.2559
urban,1,0.2407,70,daylight,foggy,True,True,evening,True,False,1,0.3646
urban,1,0.1042,25,daylight,rainy,True,True,afternoon,False,False,2,0.1435
urban,3,0.185,45,daylight,rainy,True,True,morning,False,False,10,0.2867
urban,6,0.1749,35,night,foggy,True,True,morning,False,False,2,0.3501
rural,3,0.1456,45,daylight,clear,True,True,afternoon,False,False,4,0.1838
rural,6,0.2068,25,dim,clear,True,True,afternoon,False,True,8,0.4214
urban,3,0.2252,45,daylight,clear,False,True,morning,False,False,1,0.1296
highway,3,0.2005,70,daylight,clear,True,True,afternoon,True,True,5,0.3849
highway,2,0.3935,45,daylight,clear,True,True,evening,False,True,3,0.3024
urban,3,0.4352,45,daylight,clear,True,True,afternoon,False,True,10,0.2304
urban,6,0.433,45,daylight,clear,False,True,morning,False,True,0,0.255
urban,3,0.2179,45,daylight,clear,True,True,morning,True,True,5,0.2596
rural,5,0.3409,25,daylight,rainy,False,True,evening,False,False,6,0.4257
urban,2,0.2878,45,dim,clear,True,True,afternoon,False,True,6,0.216
urban,2,0.3765,45,night,clear,True,False,morning,True,False,2,0.2602
rural,2,0.3829,35,night,clear,True,True,morning,False,True,1,0.3256
rural,4,0.0841,60,dim,clear,True,True,afternoon,False,False,6,0.2918
urban,3,0.2625,60,daylight,rainy,False,True,evening,False,True,8,0.4463
highway,6,0.2312,70,night,clear,True,False,morning,False,False,10,0.4629
rural,3,0.2047,70,daylight,foggy,True,True,morning,False,True,1,0.3292
urban,3,0.1313,60,daylight,rainy,True,True,evening,False,True,9,0.4035
rural,1,0.5757,70,daylight,clear,True,True,evening,False,False,7,0.4738
urban,1,0.3198,60,night,clear,True,True,evening,False,False,0,0.2346
rural,1,0.2713,35,daylight,clear,True,True,evening,False,False,3,0.2761
urban,4,0.1123,60,night,clear,False,True,evening,False,False,2,0.4074
urban,3,0.0636,45,daylight,rainy,True,True,morning,False,False,7,0.2678
urban,2,0.2897,70,daylight,clear,True,True,evening,False,True,3,0.2382
urban,2,0.1283,60,daylight,clear,True,True,evening,False,True,9,0.2972
rural,5,0.1546,45,night,clear,True,True,afternoon,False,True,1,0.3523
rural,6,0.5773,25,night,rainy,True,True,morning,False,False,6,0.5482
urban,1,0.3815,35,dim,rainy,True,True,afternoon,False,False,5,0.2529
urban,4,0.5364,45,night,clear,False,True,evening,False,False,0,0.36
rural,5,0.263,25,night,clear,True,True,morning,False,True,7,0.4303
urban,4,0.2987,70,night,clear,True,False,afternoon,False,False,1,0.3133
urban,2,0.046,70,daylight,rainy,False,True,evening,True,True,1,0.3741
rural,6,0.0505,45,daylight,rainy,False,True,morning,False,False,10,0.4607
highway,3,0.2679,25,daylight,clear,True,True,morning,False,False,4,0.2594
highway,2,0.1711,25,night,clear,True,True,afternoon,False,False,0,0.2551
rural,2,0.208,35,dim,clear,True,True,morning,False,False,5,0.2484
urban,1,0.34,25,night,clear,True,False,afternoon,False,False,9,0.2075
rural,2,0.4493,60,daylight,clear,False,True,afternoon,False,True,0,0.3158
urban,4,0.0879,70,night,clear,True,True,afternoon,False,False,8,0.2941
urban,3,0.0519,45,daylight,clear,True,True,morning,True,True,5,0.1897
rural,1,0.4026,35,night,clear,True,True,evening,False,False,5,0.3324
rural,5,0.3164,25,night,rainy,True,True,evening,True,True,4,0.4306
urban,2,0.1248,60,daylight,clear,True,True,afternoon,False,True,5,0.2518
urban,1,0.3255,35,daylight,clear,True,True,evening,False,True,0,0.1759
rural,1,0.2627,70,daylight,foggy,True,True,morning,False,True,0,0.3915
highway,1,0.2191,35,daylight,rainy,True,True,afternoon,False,False,2,0.2827
rural,4,0.2971,60,daylight,clear,True,True,evening,True,False,3,0.3609
urban,5,0.3438,70,dim,foggy,True,True,morning,False,False,6,0.3878
highway,1,0.2306,25,dim,rainy,True,True,morning,False,False,8,0.3645
rural,4,0.3554,45,daylight,rainy,True,True,afternoon,False,False,0,0.2841
rural,5,0.4068,25,daylight,foggy,False,True,afternoon,False,False,4,0.3911
urban,3,0.3337,60,daylight,rainy,False,True,afternoon,False,True,8,0.4637
urban,4,0.4935,35,dim,clear,True,True,morning,False,True,1,0.2792
urban,1,0.2275,45,daylight,clear,True,True,morning,False,False,10,0.1811
urban,2,0.1664,45,night,rainy,True,False,morning,False,True,2,0.2961
urban,4,0.3953,35,daylight,clear,False,True,afternoon,False,True,9,0.3042
rural,3,0.0264,45,night,clear,True,True,morning,False,False,0,0.2704
urban,5,0.3618,35,dim,clear,False,True,afternoon,True,True,2,0.3234
highway,3,0.2842,25,dim,clear,False,True,afternoon,False,False,8,0.3807
urban,5,0.5509,45,daylight,clear,True,False,evening,False,False,0,0.1946
rural,4,0.2697,35,daylight,clear,False,False,morning,False,True,9,0.4844
rural,5,0.2441,70,night,clear,True,True,afternoon,True,False,7,0.4972
rural,1,0.5864,45,daylight,clear,True,True,evening,False,True,6,0.4076
urban,6,0.2648,25,daylight,rainy,True,True,morning,False,True,4,0.2991
rural,4,0.1495,35,dim,foggy,True,True,afternoon,False,False,0,0.347
highway,2,0.3342,60,night,rainy,True,False,afternoon,False,False,8,0.5559
highway,3,0.2699,45,daylight,rainy,True,False,evening,False,False,1,0.288
rural,3,0.1477,70,night,clear,True,False,morning,False,True,10,0.4692
rural,4,0.6027,35,daylight,rainy,True,False,afternoon,False,True,7,0.383
urban,2,0.1413,25,night,clear,True,True,morning,False,False,1,0.1596
highway,4,0.2928,35,night,clear,True,True,evening,True,False,3,0.5355
highway,1,0.1115,35,night,clear,True,True,morning,False,False,2,0.3457
rural,6,0.2842,35,night,clear,True,True,morning,False,True,10,0.4534
rural,6,0.2747,45,dim,clear,True,True,afternoon,False,False,4,0.3374
rural,1,0.1852,35,dim,rainy,True,True,evening,False,True,10,0.4483
urban,2,0.3053,60,night,rainy,True,True,morning,False,False,5,0.3153
highway,4,0.3718,70,night,clear,True,True,afternoon,False,True,2,0.3785
rural,2,0.6409,35,daylight,clear,True,True,morning,False,True,3,0.2538
rural,2,0.2206,45,night,clear,True,False,morning,False,False,0,0.2175
rural,1,0.1385,45,dim,rainy,True,True,evening,True,True,3,0.4391
highway,1,0.1935,35,daylight,clear,True,True,afternoon,False,True,9,0.3077
rural,2,0.246,35,daylight,clear,False,True,morning,False,False,2,0.2274
urban,2,0.1968,45,daylight,clear,True,True,evening,False,False,4,0.1714
rural,5,0.7669,35,daylight,rainy,True,False,morning,False,False,10,0.4358
highway,1,0.0744,35,daylight,foggy,True,True,morning,False,False,3,0.2061
rural,2,0.2177,25,daylight,clear,True,True,morning,False,False,1,0.1421
highway,5,0.0855,25,daylight,clear,True,True,evening,False,False,7,0.3454
highway,6,0.5538,35,daylight,foggy,False,True,morning,True,True,1,0.484
rural,6,0.4,45,daylight,foggy,True,False,afternoon,False,True,4,0.4379
urban,6,0.1858,35,night,foggy,False,True,evening,False,False,1,0.4004
urban,2,0.5499,35,daylight,clear,True,True,morning,False,False,9,0.3128
rural,5,0.3804,35,dim,clear,True,False,afternoon,False,True,4,0.3357
urban,2,0.2322,70,daylight,rainy,True,True,morning,False,True,7,0.26
rural,6,0.4302,60,dim,clear,True,True,evening,False,False,5,0.4041
rural,6,0.0979,45,dim,clear,True,False,afternoon,False,False,6,0.3398
urban,6,0.6312,45,daylight,clear,True,False,morning,False,True,0,0.1588
rural,4,0.1767,60,daylight,rainy,True,True,evening,False,False,6,0.4112
rural,1,0.1977,25,dim,rainy,True,True,afternoon,False,False,6,0.3173
urban,6,0.1579,35,night,clear,True,True,afternoon,False,True,6,0.2999
urban,2,0.187,45,daylight,clear,True,False,afternoon,False,False,6,0.18
highway,3,0.3813,25,night,clear,True,True,afternoon,False,True,4,0.3891
urban,6,0.2307,35,daylight,clear,True,True,afternoon,False,True,10,0.3001
urban,3,0.6382,45,daylight,clear,True,True,afternoon,False,True,2,0.2405
urban,5,0.3565,70,dim,clear,True,True,afternoon,False,False,4,0.2685
urban,1,0.3733,35,dim,clear,False,True,evening,False,True,6,0.3247
rural,5,0.2918,70,daylight,clear,True,True,afternoon,False,True,1,0.3487
urban,1,0.2394,25,daylight,foggy,True,True,evening,False,False,3,0.2504
highway,3,0.4378,45,dim,rainy,True,True,evening,False,False,6,0.5529
urban,6,0.1388,25,dim,clear,False,True,morning,False,False,2,0.2712
rural,3,0.2289,25,daylight,rainy,True,True,afternoon,False,False,5,0.3658
urban,6,0.7225,45,daylight,clear,True,True,afternoon,False,False,4,0.2818
highway,5,0.149,45,dim,clear,True,True,evening,False,False,4,0.3192
rural,6,0.3042,25,daylight,foggy,False,False,evening,False,False,1,0.4648
highway,6,0.5305,25,daylight,clear,True,True,afternoon,False,True,3,0.2876
rural,4,0.4855,45,night,clear,True,True,evening,False,False,6,0.4098
rural,3,0.2094,25,dim,clear,True,True,morning,False,False,2,0.2521
highway,1,0.1948,35,dim,clear,True,True,afternoon,False,False,3,0.252
urban,2,0.5882,60,daylight,clear,True,True,morning,True,True,9,0.3603
rural,2,0.4663,60,night,clear,True,True,morning,True,False,2,0.4445
urban,2,0.3615,45,daylight,clear,True,True,morning,False,False,4,0.2737
rural,3,0.3834,60,night,clear,True,True,afternoon,True,False,5,0.4535
highway,4,0.348,45,daylight,clear,True,True,afternoon,False,False,8,0.3554
highway,3,0.1335,45,daylight,clear,True,True,evening,False,True,5,0.2764
urban,1,0.1506,60,dim,clear,True,True,morning,False,True,0,0.1748
urban,6,0.1173,35,dim,rainy,True,True,evening,False,True,4,0.2937
urban,3,0.0772,35,night,clear,True,True,afternoon,False,False,2,0.1863
urban,3,0.2091,45,daylight,rainy,True,True,afternoon,False,True,8,0.3387
urban,3,0.2431,60,night,rainy,True,True,afternoon,False,False,9,0.4069
urban,3,0.3097,35,dim,clear,True,True,morning,False,False,10,0.4361
highway,1,0.3141,45,dim,clear,False,True,afternoon,False,True,1,0.2535
rural,3,0.1035,45,dim,rainy,True,True,evening,True,True,3,0.4505
rural,4,0.2944,60,dim,clear,True,True,morning,False,False,10,0.3772
rural,5,0.1702,25,daylight,clear,True,True,evening,False,False,3,0.2396
rural,1,0.5527,70,dim,clear,True,True,morning,False,False,8,0.3954
highway,4,0.3117,45,daylight,rainy,True,False,afternoon,False,True,7,0.3756
rural,2,0.4005,70,daylight,rainy,True,True,morning,False,False,8,0.3258
urban,2,0.2331,60,daylight,clear,False,False,morning,True,False,9,0.3312
rural,1,0.0871,60,daylight,clear,False,False,morning,True,True,10,0.3972
highway,5,0.0792,35,dim,clear,True,True,afternoon,False,False,8,0.3448
urban,3,0.5098,35,daylight,clear,False,True,evening,False,False,6,0.3409
rural,1,0.0544,60,daylight,clear,True,True,afternoon,False,False,4,0.1614
urban,3,0.141,35,night,clear,False,False,afternoon,False,False,1,0.3008
urban,3,0.3609,60,daylight,rainy,True,True,afternoon,False,False,0,0.2168
highway,2,0.2985,25,daylight,rainy,True,True,afternoon,True,True,6,0.3946
urban,5,0.1659,35,night,clear,True,True,evening,True,True,1,0.3194
urban,3,0.3272,60,dim,clear,True,True,afternoon,False,False,7,0.2917
urban,1,0.0968,60,night,clear,True,True,morning,False,False,0,0.2529
highway,2,0.1873,70,daylight,rainy,True,True,morning,False,True,6,0.4429
urban,3,0.1507,35,daylight,clear,False,True,morning,False,False,0,0.1462
highway,6,0.1905,35,daylight,clear,True,True,morning,False,True,3,0.2391
urban,6,0.1735,45,night,rainy,True,True,morning,True,True,5,0.3376
highway,6,0.3747,45,night,clear,True,True,evening,False,True,6,0.5035
highway,2,0.5386,60,dim,clear,True,True,afternoon,False,False,1,0.3335
urban,2,0.1995,35,daylight,rainy,True,True,morning,False,False,5,0.2325
urban,1,0.4108,35,daylight,clear,True,True,afternoon,False,True,8,0.2786
urban,1,0.5111,60,daylight,rainy,True,True,morning,False,False,1,0.2378
rural,4,0.4663,25,daylight,rainy,True,True,evening,False,False,2,0.3574
urban,3,0.5066,25,night,clear,True,True,morning,False,True,4,0.2305
urban,6,0.3578,35,daylight,foggy,True,True,afternoon,False,False,0,0.2063
urban,2,0.2861,70,daylight,clear,True,True,evening,False,False,10,0.3257
urban,4,0.4161,25,daylight,clear,True,True,afternoon,False,True,7,0.1774
urban,1,0.3318,45,daylight,clear,True,True,afternoon,False,True,7,0.1864
highway,5,0.4886,45,daylight,clear,True,False,morning,False,False,5,0.2932
highway,2,0.0419,25,dim,clear,True,True,evening,False,False,4,0.3165
urban,5,0.3241,45,daylight,foggy,True,True,morning,False,False,10,0.3207
rural,5,0.1119,60,daylight,foggy,True,True,morning,False,False,3,0.2927
rural,6,0.1362,35,night,clear,False,True,morning,False,False,7,0.3864
rural,2,0.5265,45,daylight,clear,True,True,morning,False,False,2,0.2702
rural,4,0.1661,45,daylight,clear,True,True,morning,False,False,0,0.2042
rural,4,0.4428,60,daylight,clear,True,True,morning,False,True,7,0.3653
rural,2,0.2582,45,daylight,rainy,True,False,evening,False,True,7,0.3645
rural,6,0.3968,35,daylight,clear,True,True,afternoon,False,True,5,0.321
urban,3,0.162,45,night,clear,False,True,evening,False,False,8,0.4119
urban,5,0.309,70,daylight,foggy,True,True,afternoon,False,True,3,0.3241
urban,4,0.4674,60,daylight,clear,True,True,evening,False,True,8,0.3462
rural,2,0.3211,45,daylight,clear,True,True,evening,False,False,2,0.2684
urban,1,0.1213,45,daylight,clear,True,True,evening,False,False,8,0.2611
rural,1,0.3255,70,daylight,clear,True,True,evening,False,False,8,0.3653
urban,2,0.3415,60,dim,rainy,True,True,afternoon,False,True,2,0.2708
highway,3,0.289,25,dim,rainy,True,True,evening,False,False,6,0.3642
urban,1,0.2312,70,night,foggy,True,True,evening,False,True,1,0.4119
rural,3,0.206,25,daylight,clear,False,True,evening,False,True,0,0.2653
rural,2,0.2982,45,daylight,clear,True,True,afternoon,False,False,5,0.27
urban,2,0.3699,35,night,clear,True,False,morning,False,False,1,0.2164
urban,5,0.2622,70,daylight,clear,True,True,afternoon,False,True,7,0.3082
highway,2,0.4113,45,dim,clear,True,True,morning,False,False,0,0.285
urban,3,0.3536,60,daylight,clear,True,True,evening,False,True,4,0.3018
highway,4,0.1939,25,daylight,clear,True,False,afternoon,False,False,1,0.2468
highway,1,0.2689,45,daylight,rainy,True,True,morning,False,False,0,0.3027
rural,1,0.1535,70,daylight,clear,True,False,evening,False,True,6,0.2912
rural,5,0.3899,25,night,clear,True,False,evening,False,True,0,0.3899
rural,4,0.4782,45,night,clear,True,True,afternoon,False,False,9,0.4221
rural,3,0.2672,45,daylight,rainy,True,True,morning,False,True,6,0.4068
highway,3,0.021,45,daylight,clear,True,True,afternoon,False,False,1,0.2035
urban,5,0.0986,25,daylight,clear,True,True,morning,False,False,5,0.2092
urban,2,0.3554,35,daylight,clear,True,True,afternoon,False,True,0,0.2161
urban,4,0.3792,45,daylight,clear,True,True,evening,False,True,5,0.3023
rural,1,0.3162,60,night,foggy,False,True,morning,False,False,7,0.4903
urban,4,0.1491,45,night,clear,False,True,afternoon,False,False,3,0.2753
highway,5,0.6196,25,night,clear,True,True,morning,True,False,9,0.4367
urban,2,0.2022,60,night,clear,True,True,morning,False,False,3,0.2099
highway,6,0.3388,60,daylight,foggy,True,True,afternoon,False,False,2,0.41
urban,4,0.0265,35,daylight,clear,False,True,afternoon,False,False,6,0.2278
urban,2,0.3802,45,daylight,clear,True,True,morning,True,True,7,0.2499
urban,4,0.1092,45,daylight,clear,True,True,afternoon,False,False,8,0.1997
urban,1,0.1983,35,night,clear,True,False,morning,False,False,3,0.2001
rural,3,0.1224,35,night,clear,True,True,afternoon,False,False,7,0.298
highway,4,0.1494,60,daylight,clear,True,True,morning,False,True,3,0.2601
urban,3,0.1378,25,night,clear,True,True,morning,False,False,8,0.2409
rural,3,0.1397,25,daylight,clear,False,True,evening,False,False,4,0.3097
urban,3,0.4041,35,daylight,rainy,True,True,morning,False,False,9,0.2551
urban,5,0.0478,35,dim,foggy,True,True,morning,False,False,6,0.3345
rural,1,0.0552,60,night,clear,False,False,afternoon,False,False,0,0.3119
urban,3,0.337,35,daylight,rainy,False,False,morning,False,False,7,0.362
highway,1,0.3113,35,daylight,foggy,True,True,morning,False,True,7,0.3248
rural,4,0.2216,35,daylight,clear,True,False,afternoon,False,True,4,0.2427
urban,6,0.4391,70,daylight,clear,False,True,morning,False,True,7,0.3673
rural,1,0.3374,25,daylight,clear,True,True,afternoon,False,False,8,0.2514
urban,2,0.1877,60,night,foggy,False,True,evening,False,True,1,0.466
rural,3,0.2474,60,daylight,clear,True,False,afternoon,False,True,2,0.2236
highway,4,0.1295,25,dim,clear,True,True,afternoon,False,True,2,0.2791
highway,3,0.0394,35,daylight,rainy,True,True,morning,False,False,6,0.281
urban,3,0.2261,35,daylight,clear,True,True,morning,False,False,0,0.1085
urban,4,0.0155,60,daylight,foggy,True,True,morning,False,False,10,0.2599
rural,4,0.4343,45,dim,clear,True,True,morning,False,True,8,0.4537
highway,5,0.6787,60,night,clear,True,True,evening,False,False,2,0.4625
highway,5,0.0455,25,daylight,clear,False,True,evening,False,False,0,0.2922
urban,5,0.0544,45,daylight,clear,False,False,afternoon,False,False,10,0.3192
rural,1,0.1921,25,daylight,clear,True,True,morning,False,False,4,0.1911
highway,2,0.0685,45,dim,clear,True,True,morning,True,True,4,0.3431
urban,2,0.258,35,night,foggy,True,True,afternoon,False,True,7,0.4052
highway,1,0.4157,35,daylight,foggy,True,False,morning,True,False,1,0.3971
urban,5,0.076,25,dim,clear,True,True,afternoon,False,False,4,0.1965
urban,2,0.0835,60,night,foggy,False,False,morning,False,True,0,0.3736
urban,5,0.453,70,daylight,rainy,True,True,evening,False,False,8,0.3806
rural,4,0.1166,60,night,clear,False,True,morning,False,True,4,0.4564
highway,1,0.644,45,daylight,rainy,False,False,evening,False,False,3,0.439
rural,5,0.4818,25,night,clear,True,True,morning,False,True,9,0.4912
urban,1,0.401,70,dim,clear,True,True,evening,False,True,9,0.4232
urban,3,0.296,45,daylight,rainy,True,True,morning,False,False,9,0.2484
rural,1,0.134,35,dim,clear,False,True,afternoon,False,False,7,0.3503
rural,1,0.3762,45,night,clear,True,True,afternoon,False,True,0,0.4135
rural,5,0.4799,70,night,clear,True,False,afternoon,False,False,9,0.4829
urban,1,0.3506,35,daylight,clear,True,True,afternoon,False,False,10,0.2469
